date,channel,value,volume
2020-10-01,internet_corp,681256600000.0,33700000.0
2020-11-01,internet_corp,640174700000.0,34000000.0
2020-12-01,internet_corp,738148200000.0,36100000.0
2021-01-01,internet_corp,711637600000.0,32600000.0
2021-02-01,internet_corp,643324300000.0,33299999.999999996
2021-03-01,internet_corp,824169000000.0,36700000.0
2021-04-01,internet_corp,760256400000.0,36900000.0
2021-05-01,internet_corp,688858000000.0,35800000.0
2021-06-01,internet_corp,774107300000.0,34500000.0
2021-07-01,internet_corp,712623300000.0,36300000.0
2021-08-01,internet_corp,673178100000.0,36600000.0
2021-09-01,internet_corp,797134000000.0,38400000.0
2021-10-01,internet_corp,769214700000.0,40800000.0
2021-11-01,internet_corp,850110500000.0,41500000.0
2021-12-01,internet_corp,976538200000.0,43800000.0
2022-01-01,internet_corp,906901500000.0,42300000.0
2022-02-01,internet_corp,692001600000.0,35900000.0
2022-03-01,internet_corp,959610700000.0,46700000.0
2022-04-01,internet_corp,937326700000.0,46200000.0
2022-05-01,internet_corp,791157400000.0,37700000.0
2022-06-01,internet_corp,876677400000.0,41600000.0
2022-07-01,internet_corp,810920100000.0,41700000.0
2022-08-01,internet_corp,864238100000.0,43000000.0
2022-09-01,internet_corp,988295400000.0,43800000.0
2022-10-01,internet_corp,920350600000.0,42800000.0
2022-11-01,internet_corp,929432400000.0,42600000.0
2022-12-01,internet_corp,1016219000000.0,46500000.0
2023-01-01,internet_corp,949760100000.0,44900000.0
2023-02-01,internet_corp,820850700000.0,41700000.0
2023-03-01,internet_corp,1010284300000.0,48300000.0
2023-04-01,internet_corp,855274600000.0,44900000.0
2023-05-01,internet_corp,915870600000.0,46800000.0
2023-06-01,internet_corp,936998200000.0,46400000.0
2023-07-01,internet_corp,880659400000.0,48000000.0
2023-08-01,internet_corp,905705800000.0,50400000.0
2023-09-01,internet_corp,891081500000.0,49800000.0
2023-10-01,internet_corp,984768200000.0,51900000.0
2023-11-01,internet_corp,958410600000.0,50900000.0
2023-12-01,internet_corp,1032681800000.0,52500000.0
2024-01-01,internet_corp,1056890100000.0001,53300000.0
2024-02-01,internet_corp,871553100000.0,50200000.0
2024-03-01,internet_corp,996989400000.0,53200000.0
2024-04-01,internet_corp,999022100000.0,53300000.0
2024-05-01,internet_corp,1038153600000.0,53100000.0
2024-06-01,internet_corp,954550800000.0,50700000.0
2024-07-01,internet_corp,1095635800000.0,53900000.0
2024-08-01,internet_corp,1019615400000.0,53500000.0
2024-09-01,internet_corp,986323200000.0,51900000.0
2024-10-01,internet_corp,1008629700000.0,54800000.0
2024-11-01,internet_corp,972839600000.0,53100000.0
2024-12-01,internet_corp,1114078600000.0,56000000.0
2025-01-01,internet_corp,1025890100000.0,55600000.0
2025-02-01,internet_corp,860089500000.0,49900000.0
2025-03-01,internet_corp,1037989000000.0,59700000.0
2025-04-01,internet_corp,977978700000.0,51600000.0
2025-05-01,internet_corp,945554900000.0,54500000.0
2025-06-01,internet_corp,925959500000.0,52100000.0
2025-07-01,internet_corp,1086806700000.0,56900000.0
2025-08-01,internet_corp,1000551800000.0,54700000.0
2025-09-01,internet_corp,1024632300000.0,53600000.0
2025-10-01,internet_corp,1098138300000.0,58500000.0
2025-11-01,internet_corp,1013215600000.0,55200000.0
2025-12-01,internet_corp,1298038700000.0,62000000.0
2026-01-01,internet_corp,1140682300000.0,55500000.0
2026-02-01,internet_corp,929836900000.0,51500000.0
2026-03-01,internet_corp,1149532700000.0,58600000.0
2026-04-01,internet_corp,1136392000000.0,55400000.0
2026-05-01,internet_corp,1058992200000.0,55000000.0
2026-06-01,internet_corp,1143004200000.0,55500000.0
2019-01-01,internet_indiv,71378100000.0,67800000.0
2019-02-01,internet_indiv,58892400000.0,58600000.0
2019-03-01,internet_indiv,69888800000.0,70200000.0
2019-04-01,internet_indiv,71465200000.0,68500000.0
2019-05-01,internet_indiv,70740900000.0,74200000.0
2019-06-01,internet_indiv,61326200000.0,63700000.0
2019-07-01,internet_indiv,72926600000.0,74300000.0
2019-08-01,internet_indiv,70369700000.0,73900000.0
2019-09-01,internet_indiv,66737899999.99999,72900000.0
2019-10-01,internet_indiv,74909700000.0,79400000.0
2019-11-01,internet_indiv,72496100000.0,77300000.0
2019-12-01,internet_indiv,75714400000.0,81600000.0
2020-01-01,internet_indiv,76690600000.0,80600000.0
2020-02-01,internet_indiv,69830700000.0,75500000.0
2020-03-01,internet_indiv,75746100000.0,83100000.0
2020-04-01,internet_indiv,71064800000.0,92500000.0
2020-05-01,internet_indiv,77706500000.0,107100000.0
2020-06-01,internet_indiv,88596500000.0,97000000.0
2020-07-01,internet_indiv,107212400000.0,102500000.0
2020-08-01,internet_indiv,105673500000.0,99400000.0
2020-09-01,internet_indiv,91624800000.0,97900000.0
2020-10-01,internet_indiv,96526800000.0,107000000.0
2020-11-01,internet_indiv,96077200000.0,108000000.0
2020-12-01,internet_indiv,104121300000.0,111500000.0
2021-01-01,internet_indiv,102524200000.0,122700000.0
2021-02-01,internet_indiv,97131700000.0,120000000.0
2021-03-01,internet_indiv,110602400000.0,128400000.0
2021-04-01,internet_indiv,100013200000.0,123600000.0
2021-05-01,internet_indiv,97510600000.0,130500000.0
2021-06-01,internet_indiv,90373900000.0,127900000.0
2021-07-01,internet_indiv,92660500000.0,135200000.0
2021-08-01,internet_indiv,89538500000.0,141100000.0
2021-09-01,internet_indiv,94936100000.0,142000000.0
2021-10-01,internet_indiv,97759600000.0,139500000.0
2021-11-01,internet_indiv,95153800000.0,133699999.99999999
2021-12-01,internet_indiv,101742000000.0,139000000.0
2022-01-01,internet_indiv,102620600000.0,135300000.0
2022-02-01,internet_indiv,85126300000.0,118600000.0
2022-03-01,internet_indiv,101029500000.0,129600000.0
2022-04-01,internet_indiv,102876100000.0,140800000.0
2022-05-01,internet_indiv,93613500000.0,133500000.0
2022-06-01,internet_indiv,92382900000.0,126600000.0
2022-07-01,internet_indiv,93479700000.0,128699999.99999999
2022-08-01,internet_indiv,95770400000.0,128699999.99999999
2022-09-01,internet_indiv,91665300000.0,126100000.0
2022-10-01,internet_indiv,92410700000.0,132800000.00000001
2022-11-01,internet_indiv,95494800000.0,136600000.0
2022-12-01,internet_indiv,104951900000.0,145500000.0
2023-01-01,internet_indiv,104851300000.0,150200000.0
2023-02-01,internet_indiv,94612800000.0,139900000.0
2023-03-01,internet_indiv,106669900000.0,150600000.0
2023-04-01,internet_indiv,98456300000.0,154900000.0
2023-05-01,internet_indiv,103990800000.0,153700000.0
2023-06-01,internet_indiv,99041900000.0,151800000.0
2023-07-01,internet_indiv,88719100000.0,111000000.0
2023-08-01,internet_indiv,85964300000.0,110800000.0
2023-09-01,internet_indiv,80360800000.0,105200000.0
2023-10-01,internet_indiv,81477500000.0,107300000.0
2023-11-01,internet_indiv,78338400000.0,105700000.0
2023-12-01,internet_indiv,81939300000.0,109500000.0
2024-01-01,internet_indiv,85803900000.0,112100000.0
2024-02-01,internet_indiv,75720900000.0,108000000.0
2024-03-01,internet_indiv,81884200000.0,112400000.0
2024-04-01,internet_indiv,79711900000.0,112100000.0
2024-05-01,internet_indiv,82211400000.0,112800000.0
2024-06-01,internet_indiv,79181000000.0,111900000.0
2024-07-01,internet_indiv,82975100000.0,113200000.0
2024-08-01,internet_indiv,82482500000.0,112400000.0
2024-09-01,internet_indiv,76563100000.0,111100000.0
2024-10-01,internet_indiv,75749300000.0,111800000.0
2024-11-01,internet_indiv,70300400000.0,113300000.0
2024-12-01,internet_indiv,78410100000.0,121600000.0
2025-01-01,internet_indiv,80851800000.0,122200000.0
2025-02-01,internet_indiv,72654400000.0,114200000.0
2025-03-01,internet_indiv,78623400000.0,125700000.0
2025-04-01,internet_indiv,75134000000.0,125600000.0
2025-05-01,internet_indiv,71797000000.0,122300000.0
2025-06-01,internet_indiv,65344400000.0,118300000.0
2025-07-01,internet_indiv,69813000000.0,115000000.0
2025-08-01,internet_indiv,71572700000.0,118000000.0
2025-09-01,internet_indiv,71456700000.0,115700000.0
2025-10-01,internet_indiv,76090200000.0,121500000.0
2025-11-01,internet_indiv,67020500000.0,120100000.0
2025-12-01,internet_indiv,68386899999.99999,122900000.0
2026-01-01,internet_indiv,77992300000.0,128500000.0
2026-02-01,internet_indiv,70898300000.0,119100000.0
2026-03-01,internet_indiv,78214100000.0,123400000.0
2026-04-01,internet_indiv,71148200000.0,121500000.0
2026-05-01,internet_indiv,69536000000.0,120800000.0
2026-06-01,internet_indiv,65341300000.0,118500000.0
2019-01-01,mobile,13039500000.0,31700000.0
2019-02-01,mobile,11816000000.0,29900000.0
2019-03-01,mobile,14400300000.0,35600000.0
2019-04-01,mobile,14731700000.0,34000000.0
2019-05-01,mobile,16148900000.0,38600000.0
2019-06-01,mobile,14910900000.0,35200000.0
2019-07-01,mobile,17563900000.0,41900000.0
2019-08-01,mobile,17903800000.0,44000000.0
2019-09-01,mobile,18868700000.0,45300000.0
2019-10-01,mobile,20524500000.0,49800000.0
2019-11-01,mobile,20641800000.0,49500000.0
2019-12-01,mobile,23295600000.0,54300000.0
2020-01-01,mobile,26225600000.0,56200000.0
2020-02-01,mobile,24142400000.0,53600000.0
2020-03-01,mobile,26022700000.0,61000000.0
2020-04-01,mobile,23766900000.0,69300000.0
2020-05-01,mobile,33437900000.0,86200000.0
2020-06-01,mobile,36112500000.0,77400000.0
2020-07-01,mobile,40446500000.0,82100000.0
2020-08-01,mobile,43006600000.0,82000000.0
2020-09-01,mobile,44268600000.0,84000000.0
2020-10-01,mobile,50686500000.0,93300000.0
2020-11-01,mobile,52529700000.0,93600000.0
2020-12-01,mobile,58231800000.0,96700000.0
2021-01-01,mobile,62876400000.0,110000000.0
2021-02-01,mobile,58911800000.0,107700000.0
2021-03-01,mobile,68518899999.99999,118500000.0
2021-04-01,mobile,63979100000.0,114700000.0
2021-05-01,mobile,64110800000.0,125800000.0
2021-06-01,mobile,59549900000.0,119200000.0
2021-07-01,mobile,63824800000.0,125200000.0
2021-08-01,mobile,60814300000.0,131300000.00000001
2021-09-01,mobile,68071300000.0,132699999.99999999
2021-10-01,mobile,72488100000.0,131600000.0
2021-11-01,mobile,74700200000.0,125000000.0
2021-12-01,mobile,81949200000.0,133400000.0
2022-01-01,mobile,83432300000.0,132199999.99999999
2022-02-01,mobile,76847500000.0,114900000.0
2022-03-01,mobile,93515600000.0,136100000.0
2022-04-01,mobile,101537200000.0,157300000.0
2022-05-01,mobile,92039500000.0,143000000.0
2022-06-01,mobile,93200500000.0,138000000.0
2022-07-01,mobile,91849900000.0,140700000.0
2022-08-01,mobile,97226000000.0,142600000.0
2022-09-01,mobile,103816700000.0,140600000.0
2022-10-01,mobile,98360100000.0,143600000.0
2022-11-01,mobile,97218100000.0,135200000.0
2022-12-01,mobile,109652000000.0,142000000.0
2023-01-01,mobile,104784400000.0,142800000.0
2023-02-01,mobile,92982400000.0,125800000.0
2023-03-01,mobile,110009300000.0,140700000.0
2023-04-01,mobile,102757400000.0,137700000.0
2023-05-01,mobile,105989100000.0,149300000.0
2023-06-01,mobile,104721700000.0,147100000.0
2023-07-01,mobile,126328700000.0,199600000.0
2023-08-01,mobile,128911900000.0,205400000.0
2023-09-01,mobile,128850200000.0,197700000.0
2023-10-01,mobile,137856300000.0,217400000.0
2023-11-01,mobile,133248799999.99998,217200000.0
2023-12-01,mobile,167050600000.0,231000000.0
2024-01-01,mobile,159194300000.0,238200000.0
2024-02-01,mobile,152102300000.0,235400000.0
2024-03-01,mobile,164888400000.0,252500000.0
2024-04-01,mobile,159701900000.0,243200000.0
2024-05-01,mobile,168700800000.0,269200000.0
2024-06-01,mobile,165185200000.0,260399999.99999997
2024-07-01,mobile,176976000000.0,277000000.0
2024-08-01,mobile,178289000000.0,279500000.0
2024-09-01,mobile,171955600000.0,271300000.0
2024-10-01,mobile,188057300000.0,308800000.0
2024-11-01,mobile,184071000000.0,304000000.0
2024-12-01,mobile,212324100000.0,325200000.0
2025-01-01,mobile,206233000000.0,332300000.0
2025-02-01,mobile,179495100000.0,296800000.0
2025-03-01,mobile,217272000000.0,350400000.0
2025-04-01,mobile,193387700000.0,308600000.0
2025-05-01,mobile,211349400000.0,303200000.0
2025-06-01,mobile,188689000000.0,274600000.0
2025-07-01,mobile,208539100000.0,303100000.0
2025-08-01,mobile,213918000000.0,305200000.0
2025-09-01,mobile,203348500000.0,287100000.0
2025-10-01,mobile,222373600000.0,318000000.0
2025-11-01,mobile,208488600000.0,305600000.0
2025-12-01,mobile,236881400000.0,317900000.0
2026-01-01,mobile,239722400000.0,321800000.0
2026-02-01,mobile,223562600000.0,284000000.0
2026-03-01,mobile,243808100000.0,301800000.0
2026-04-01,mobile,233391900000.0,307400000.0
2026-05-01,mobile,242203900000.0,316700000.0
2026-06-01,mobile,239953400000.0,308700000.0
