date,state,parlimen,dun,income_median,income_mean
2019-01-01,Perlis,P.001 Padang Besar,N.01 Titi Tinggi,4417.0,4662.0
2022-01-01,Perlis,P.001 Padang Besar,N.01 Titi Tinggi,4206.0,4673.0
2024-01-01,Perlis,P.001 Padang Besar,N.01 Titi Tinggi,4983.0,5404.0
2019-01-01,Perlis,P.001 Padang Besar,N.02 Beseri,4066.0,4696.0
2022-01-01,Perlis,P.001 Padang Besar,N.02 Beseri,4548.0,5347.0
2024-01-01,Perlis,P.001 Padang Besar,N.02 Beseri,6232.0,5818.0
2019-01-01,Perlis,P.001 Padang Besar,N.03 Chuping,4016.0,4681.0
2022-01-01,Perlis,P.001 Padang Besar,N.03 Chuping,4324.0,4823.0
2024-01-01,Perlis,P.001 Padang Besar,N.03 Chuping,4725.0,5269.0
2019-01-01,Perlis,P.001 Padang Besar,N.04 Mata Ayer,4621.0,5352.0
2022-01-01,Perlis,P.001 Padang Besar,N.04 Mata Ayer,4744.0,5460.0
2024-01-01,Perlis,P.001 Padang Besar,N.04 Mata Ayer,4342.0,6356.0
2019-01-01,Perlis,P.001 Padang Besar,N.05 Santan,4043.0,4801.0
2022-01-01,Perlis,P.001 Padang Besar,N.05 Santan,4373.0,5035.0
2024-01-01,Perlis,P.001 Padang Besar,N.05 Santan,4801.0,6424.0
2019-01-01,Perlis,P.002 Kangar,N.06 Bintong,4547.0,5711.0
2022-01-01,Perlis,P.002 Kangar,N.06 Bintong,5170.0,6093.0
2024-01-01,Perlis,P.002 Kangar,N.06 Bintong,4926.0,5567.0
2019-01-01,Perlis,P.002 Kangar,N.07 Sena,4920.0,6598.0
2022-01-01,Perlis,P.002 Kangar,N.07 Sena,5456.0,6780.0
2024-01-01,Perlis,P.002 Kangar,N.07 Sena,5868.0,7232.0
2019-01-01,Perlis,P.002 Kangar,N.08 Indera Kayangan,5021.0,6042.0
2022-01-01,Perlis,P.002 Kangar,N.08 Indera Kayangan,5808.0,7801.0
2024-01-01,Perlis,P.002 Kangar,N.08 Indera Kayangan,5342.0,6856.0
2019-01-01,Perlis,P.002 Kangar,N.09 Kuala Perlis,4062.0,5129.0
2022-01-01,Perlis,P.002 Kangar,N.09 Kuala Perlis,4559.0,4991.0
2024-01-01,Perlis,P.002 Kangar,N.09 Kuala Perlis,4564.0,5149.0
2019-01-01,Perlis,P.002 Kangar,N.10 Kayang,6313.0,6357.0
2022-01-01,Perlis,P.002 Kangar,N.10 Kayang,4455.0,5442.0
2024-01-01,Perlis,P.002 Kangar,N.10 Kayang,5363.0,6369.0
2019-01-01,Perlis,P.003 Arau,N.11 Pauh,4854.0,5805.0
2022-01-01,Perlis,P.003 Arau,N.11 Pauh,5040.0,6483.0
2024-01-01,Perlis,P.003 Arau,N.11 Pauh,5424.0,6518.0
2019-01-01,Perlis,P.003 Arau,N.12 Tambun Tulang,4967.0,5670.0
2022-01-01,Perlis,P.003 Arau,N.12 Tambun Tulang,5384.0,6309.0
2024-01-01,Perlis,P.003 Arau,N.12 Tambun Tulang,6483.0,7072.0
2019-01-01,Perlis,P.003 Arau,N.13 Guar Sanji,4082.0,4905.0
2022-01-01,Perlis,P.003 Arau,N.13 Guar Sanji,4573.0,5064.0
2024-01-01,Perlis,P.003 Arau,N.13 Guar Sanji,4809.0,5494.0
2019-01-01,Perlis,P.003 Arau,N.14 Simpang Empat,3833.0,4450.0
2022-01-01,Perlis,P.003 Arau,N.14 Simpang Empat,4140.0,4653.0
2024-01-01,Perlis,P.003 Arau,N.14 Simpang Empat,3438.0,4398.0
2019-01-01,Perlis,P.003 Arau,N.15 Sanglang,4195.0,4943.0
2022-01-01,Perlis,P.003 Arau,N.15 Sanglang,4247.0,5102.0
2024-01-01,Perlis,P.003 Arau,N.15 Sanglang,4188.0,4810.0
2019-01-01,Kedah,P.004 Langkawi,N.01 Ayer Hangat,5743.0,6131.0
2022-01-01,Kedah,P.004 Langkawi,N.01 Ayer Hangat,4968.0,5640.0
2024-01-01,Kedah,P.004 Langkawi,N.01 Ayer Hangat,5016.0,5899.0
2019-01-01,Kedah,P.004 Langkawi,N.02 Kuah,6602.0,7193.0
2022-01-01,Kedah,P.004 Langkawi,N.02 Kuah,5483.0,6482.0
2024-01-01,Kedah,P.004 Langkawi,N.02 Kuah,5169.0,6600.0
2019-01-01,Kedah,P.005 Jerlun,N.03 Kota Siputeh,3961.0,4996.0
2022-01-01,Kedah,P.005 Jerlun,N.03 Kota Siputeh,4502.0,5157.0
2024-01-01,Kedah,P.005 Jerlun,N.03 Kota Siputeh,5025.0,5813.0
2019-01-01,Kedah,P.005 Jerlun,N.04 Ayer Hitam,4276.0,4848.0
2022-01-01,Kedah,P.005 Jerlun,N.04 Ayer Hitam,4414.0,4978.0
2024-01-01,Kedah,P.005 Jerlun,N.04 Ayer Hitam,4704.0,5294.0
2019-01-01,Kedah,P.006 Kubang Pasu,N.05 Bukit Kayu Hitam,4511.0,5710.0
2022-01-01,Kedah,P.006 Kubang Pasu,N.05 Bukit Kayu Hitam,4703.0,5691.0
2024-01-01,Kedah,P.006 Kubang Pasu,N.05 Bukit Kayu Hitam,4771.0,6117.0
2019-01-01,Kedah,P.006 Kubang Pasu,N.06 Jitra,5468.0,7300.0
2022-01-01,Kedah,P.006 Kubang Pasu,N.06 Jitra,5761.0,7076.0
2024-01-01,Kedah,P.006 Kubang Pasu,N.06 Jitra,6067.0,6958.0
2019-01-01,Kedah,P.007 Padang Terap,N.07 Kuala Nerang,4017.0,5255.0
2022-01-01,Kedah,P.007 Padang Terap,N.07 Kuala Nerang,3969.0,5215.0
2024-01-01,Kedah,P.007 Padang Terap,N.07 Kuala Nerang,4126.0,5389.0
2019-01-01,Kedah,P.007 Padang Terap,N.08 Pedu,3501.0,4222.0
2022-01-01,Kedah,P.007 Padang Terap,N.08 Pedu,3489.0,4275.0
2024-01-01,Kedah,P.007 Padang Terap,N.08 Pedu,3881.0,4631.0
2019-01-01,Kedah,P.008 Pokok Sena,N.09 Bukit Lada,4236.0,5004.0
2022-01-01,Kedah,P.008 Pokok Sena,N.09 Bukit Lada,4583.0,5378.0
2024-01-01,Kedah,P.008 Pokok Sena,N.09 Bukit Lada,5209.0,5780.0
2019-01-01,Kedah,P.008 Pokok Sena,N.10 Bukit Pinang,4884.0,5945.0
2022-01-01,Kedah,P.008 Pokok Sena,N.10 Bukit Pinang,4752.0,5860.0
2024-01-01,Kedah,P.008 Pokok Sena,N.10 Bukit Pinang,5840.0,7151.0
2019-01-01,Kedah,P.008 Pokok Sena,N.11 Derga,4420.0,5704.0
2022-01-01,Kedah,P.008 Pokok Sena,N.11 Derga,5030.0,6998.0
2024-01-01,Kedah,P.008 Pokok Sena,N.11 Derga,5049.0,5976.0
2019-01-01,Kedah,P.009 Alor Setar,N.12 Suka Menanti,4494.0,5531.0
2022-01-01,Kedah,P.009 Alor Setar,N.12 Suka Menanti,4600.0,5323.0
2024-01-01,Kedah,P.009 Alor Setar,N.12 Suka Menanti,4988.0,5799.0
2019-01-01,Kedah,P.009 Alor Setar,N.13 Kota Darul Aman,5773.0,4532.0
2022-01-01,Kedah,P.009 Alor Setar,N.13 Kota Darul Aman,4030.0,7229.0
2024-01-01,Kedah,P.009 Alor Setar,N.13 Kota Darul Aman,3583.0,4279.0
2019-01-01,Kedah,P.009 Alor Setar,N.14 Alor Mengkudu,4899.0,5830.0
2022-01-01,Kedah,P.009 Alor Setar,N.14 Alor Mengkudu,5157.0,5594.0
2024-01-01,Kedah,P.009 Alor Setar,N.14 Alor Mengkudu,5010.0,5801.0
2019-01-01,Kedah,P.010 Kuala Kedah,N.15 Anak Bukit,4419.0,6486.0
2022-01-01,Kedah,P.010 Kuala Kedah,N.15 Anak Bukit,4640.0,6125.0
2024-01-01,Kedah,P.010 Kuala Kedah,N.15 Anak Bukit,5537.0,6638.0
2019-01-01,Kedah,P.010 Kuala Kedah,N.16 Kubang Rotan,4096.0,5128.0
2022-01-01,Kedah,P.010 Kuala Kedah,N.16 Kubang Rotan,4754.0,5955.0
2024-01-01,Kedah,P.010 Kuala Kedah,N.16 Kubang Rotan,4807.0,5648.0
2019-01-01,Kedah,P.010 Kuala Kedah,N.17 Pengkalan Kundor,4805.0,6163.0
2022-01-01,Kedah,P.010 Kuala Kedah,N.17 Pengkalan Kundor,4592.0,5682.0
2024-01-01,Kedah,P.010 Kuala Kedah,N.17 Pengkalan Kundor,5221.0,5972.0
2019-01-01,Kedah,P.011 Pendang,N.18 Tokai,4277.0,5200.0
2022-01-01,Kedah,P.011 Pendang,N.18 Tokai,4313.0,5850.0
2024-01-01,Kedah,P.011 Pendang,N.18 Tokai,4935.0,6023.0
2019-01-01,Kedah,P.011 Pendang,N.19 Sungai Tiang,3235.0,4051.0
2022-01-01,Kedah,P.011 Pendang,N.19 Sungai Tiang,3710.0,4388.0
2024-01-01,Kedah,P.011 Pendang,N.19 Sungai Tiang,3768.0,4819.0
2019-01-01,Kedah,P.012 Jerai,N.20 Sungai Limau,3565.0,4411.0
2022-01-01,Kedah,P.012 Jerai,N.20 Sungai Limau,4227.0,4946.0
2024-01-01,Kedah,P.012 Jerai,N.20 Sungai Limau,4695.0,4870.0
2019-01-01,Kedah,P.012 Jerai,N.21 Guar Chempedak,3502.0,4390.0
2022-01-01,Kedah,P.012 Jerai,N.21 Guar Chempedak,3858.0,4379.0
2024-01-01,Kedah,P.012 Jerai,N.21 Guar Chempedak,4666.0,5612.0
2019-01-01,Kedah,P.012 Jerai,N.22 Gurun,2978.0,4411.0
2022-01-01,Kedah,P.012 Jerai,N.22 Gurun,3188.0,4042.0
2024-01-01,Kedah,P.012 Jerai,N.22 Gurun,4953.0,5673.0
2019-01-01,Kedah,P.013 Sik,N.23 Belantek,3682.0,4615.0
2022-01-01,Kedah,P.013 Sik,N.23 Belantek,3515.0,4454.0
2024-01-01,Kedah,P.013 Sik,N.23 Belantek,3899.0,4653.0
2019-01-01,Kedah,P.013 Sik,N.24 Jeneri,4301.0,5271.0
2022-01-01,Kedah,P.013 Sik,N.24 Jeneri,4560.0,5608.0
2024-01-01,Kedah,P.013 Sik,N.24 Jeneri,4479.0,5506.0
2019-01-01,Kedah,P.014 Merbok,N.25 Bukit Selambau,5149.0,6804.0
2022-01-01,Kedah,P.014 Merbok,N.25 Bukit Selambau,4897.0,7541.0
2024-01-01,Kedah,P.014 Merbok,N.25 Bukit Selambau,5253.0,6702.0
2019-01-01,Kedah,P.014 Merbok,N.26 Tanjong Dawai,3501.0,4460.0
2022-01-01,Kedah,P.014 Merbok,N.26 Tanjong Dawai,3716.0,4282.0
2024-01-01,Kedah,P.014 Merbok,N.26 Tanjong Dawai,4232.0,4864.0
2019-01-01,Kedah,P.015 Sungai Petani,N.27 Pantai Merdeka,3795.0,4442.0
2022-01-01,Kedah,P.015 Sungai Petani,N.27 Pantai Merdeka,3609.0,4096.0
2024-01-01,Kedah,P.015 Sungai Petani,N.27 Pantai Merdeka,4187.0,4619.0
2019-01-01,Kedah,P.015 Sungai Petani,N.28 Bakar Arang,5092.0,6644.0
2022-01-01,Kedah,P.015 Sungai Petani,N.28 Bakar Arang,4172.0,4736.0
2024-01-01,Kedah,P.015 Sungai Petani,N.28 Bakar Arang,4982.0,5504.0
2019-01-01,Kedah,P.015 Sungai Petani,N.29 Sidam,4305.0,5628.0
2022-01-01,Kedah,P.015 Sungai Petani,N.29 Sidam,4679.0,6064.0
2024-01-01,Kedah,P.015 Sungai Petani,N.29 Sidam,5246.0,5903.0
2019-01-01,Kedah,P.016 Baling,N.30 Bayu,3527.0,4342.0
2022-01-01,Kedah,P.016 Baling,N.30 Bayu,3334.0,3966.0
2024-01-01,Kedah,P.016 Baling,N.30 Bayu,3549.0,4546.0
2019-01-01,Kedah,P.016 Baling,N.31 Kupang,3899.0,4477.0
2022-01-01,Kedah,P.016 Baling,N.31 Kupang,3568.0,4393.0
2024-01-01,Kedah,P.016 Baling,N.31 Kupang,3264.0,4178.0
2019-01-01,Kedah,P.016 Baling,N.32 Kuala Ketil,3444.0,4149.0
2022-01-01,Kedah,P.016 Baling,N.32 Kuala Ketil,3327.0,4397.0
2024-01-01,Kedah,P.016 Baling,N.32 Kuala Ketil,3372.0,4294.0
2019-01-01,Kedah,P.017 Padang Serai,N.33 Merbau Pulas,4252.0,5100.0
2022-01-01,Kedah,P.017 Padang Serai,N.33 Merbau Pulas,4537.0,5907.0
2024-01-01,Kedah,P.017 Padang Serai,N.33 Merbau Pulas,5936.0,7290.0
2019-01-01,Kedah,P.017 Padang Serai,N.34 Lunas,4431.0,5423.0
2022-01-01,Kedah,P.017 Padang Serai,N.34 Lunas,4921.0,5886.0
2024-01-01,Kedah,P.017 Padang Serai,N.34 Lunas,5091.0,6160.0
2019-01-01,Kedah,P.018 Kulim-Bandar Baharu,N.35 Kulim,4999.0,6126.0
2022-01-01,Kedah,P.018 Kulim-Bandar Baharu,N.35 Kulim,4023.0,5010.0
2024-01-01,Kedah,P.018 Kulim-Bandar Baharu,N.35 Kulim,4692.0,5663.0
2019-01-01,Kedah,P.018 Kulim-Bandar Baharu,N.36 Bandar Baharu,4022.0,4959.0
2022-01-01,Kedah,P.018 Kulim-Bandar Baharu,N.36 Bandar Baharu,3922.0,4565.0
2024-01-01,Kedah,P.018 Kulim-Bandar Baharu,N.36 Bandar Baharu,4310.0,4835.0
2019-01-01,Kelantan,P.019 Tumpat,N.01 Pengkalan Kubor,2815.0,3453.0
2022-01-01,Kelantan,P.019 Tumpat,N.01 Pengkalan Kubor,3342.0,4069.0
2024-01-01,Kelantan,P.019 Tumpat,N.01 Pengkalan Kubor,3234.0,4516.0
2019-01-01,Kelantan,P.019 Tumpat,N.02 Kelaboran,3108.0,3956.0
2022-01-01,Kelantan,P.019 Tumpat,N.02 Kelaboran,3533.0,4698.0
2024-01-01,Kelantan,P.019 Tumpat,N.02 Kelaboran,3662.0,4533.0
2019-01-01,Kelantan,P.019 Tumpat,N.03 Pasir Pekan,3789.0,5506.0
2022-01-01,Kelantan,P.019 Tumpat,N.03 Pasir Pekan,4377.0,5175.0
2024-01-01,Kelantan,P.019 Tumpat,N.03 Pasir Pekan,5122.0,5939.0
2019-01-01,Kelantan,P.019 Tumpat,N.04 Wakaf Bharu,4688.0,6309.0
2022-01-01,Kelantan,P.019 Tumpat,N.04 Wakaf Bharu,4164.0,4974.0
2024-01-01,Kelantan,P.019 Tumpat,N.04 Wakaf Bharu,4035.0,4877.0
2019-01-01,Kelantan,P.020 Pengkalan Chepa,N.05 Kijang,3595.0,4363.0
2022-01-01,Kelantan,P.020 Pengkalan Chepa,N.05 Kijang,3616.0,5208.0
2024-01-01,Kelantan,P.020 Pengkalan Chepa,N.05 Kijang,4224.0,5128.0
2019-01-01,Kelantan,P.020 Pengkalan Chepa,N.06 Chempaka,4343.0,5383.0
2022-01-01,Kelantan,P.020 Pengkalan Chepa,N.06 Chempaka,4504.0,6125.0
2024-01-01,Kelantan,P.020 Pengkalan Chepa,N.06 Chempaka,5149.0,6732.0
2019-01-01,Kelantan,P.020 Pengkalan Chepa,N.07 Panchor,4670.0,5979.0
2022-01-01,Kelantan,P.020 Pengkalan Chepa,N.07 Panchor,4452.0,5601.0
2024-01-01,Kelantan,P.020 Pengkalan Chepa,N.07 Panchor,5049.0,6499.0
2019-01-01,Kelantan,P.021 Kota Bharu,N.08 Tanjong Mas,3950.0,5095.0
2022-01-01,Kelantan,P.021 Kota Bharu,N.08 Tanjong Mas,4383.0,5250.0
2024-01-01,Kelantan,P.021 Kota Bharu,N.08 Tanjong Mas,4729.0,6713.0
2019-01-01,Kelantan,P.021 Kota Bharu,N.09 Kota Lama,4251.0,5465.0
2022-01-01,Kelantan,P.021 Kota Bharu,N.09 Kota Lama,4146.0,4849.0
2024-01-01,Kelantan,P.021 Kota Bharu,N.09 Kota Lama,4439.0,5356.0
2019-01-01,Kelantan,P.021 Kota Bharu,N.10 Bunut Payong,4272.0,5203.0
2022-01-01,Kelantan,P.021 Kota Bharu,N.10 Bunut Payong,4302.0,5787.0
2024-01-01,Kelantan,P.021 Kota Bharu,N.10 Bunut Payong,5469.0,6762.0
2019-01-01,Kelantan,P.022 Pasir Mas,N.11 Tendong,3783.0,5273.0
2022-01-01,Kelantan,P.022 Pasir Mas,N.11 Tendong,3248.0,4557.0
2024-01-01,Kelantan,P.022 Pasir Mas,N.11 Tendong,4358.0,5746.0
2019-01-01,Kelantan,P.022 Pasir Mas,N.12 Pengkalan Pasir,4217.0,6038.0
2022-01-01,Kelantan,P.022 Pasir Mas,N.12 Pengkalan Pasir,3548.0,5057.0
2024-01-01,Kelantan,P.022 Pasir Mas,N.12 Pengkalan Pasir,4822.0,6386.0
2019-01-01,Kelantan,P.022 Pasir Mas,N.13 Meranti,3561.0,5115.0
2022-01-01,Kelantan,P.022 Pasir Mas,N.13 Meranti,3609.0,4256.0
2024-01-01,Kelantan,P.022 Pasir Mas,N.13 Meranti,3096.0,4649.0
2019-01-01,Kelantan,P.023 Rantau Panjang,N.14 Chetok,3219.0,4396.0
2022-01-01,Kelantan,P.023 Rantau Panjang,N.14 Chetok,3427.0,4860.0
2024-01-01,Kelantan,P.023 Rantau Panjang,N.14 Chetok,3535.0,4505.0
2019-01-01,Kelantan,P.023 Rantau Panjang,N.15 Gual Periok,2920.0,3527.0
2022-01-01,Kelantan,P.023 Rantau Panjang,N.15 Gual Periok,3671.0,4384.0
2024-01-01,Kelantan,P.023 Rantau Panjang,N.15 Gual Periok,3197.0,3928.0
2019-01-01,Kelantan,P.023 Rantau Panjang,N.16 Apam Putra,3039.0,3941.0
2022-01-01,Kelantan,P.023 Rantau Panjang,N.16 Apam Putra,3219.0,4593.0
2024-01-01,Kelantan,P.023 Rantau Panjang,N.16 Apam Putra,3792.0,5160.0
2019-01-01,Kelantan,P.024 Kubang Kerian,N.17 Salor,4087.0,5178.0
2022-01-01,Kelantan,P.024 Kubang Kerian,N.17 Salor,3350.0,4674.0
2024-01-01,Kelantan,P.024 Kubang Kerian,N.17 Salor,4202.0,5754.0
2019-01-01,Kelantan,P.024 Kubang Kerian,N.18 Pasir Tumboh,4421.0,6531.0
2022-01-01,Kelantan,P.024 Kubang Kerian,N.18 Pasir Tumboh,4912.0,6155.0
2024-01-01,Kelantan,P.024 Kubang Kerian,N.18 Pasir Tumboh,4758.0,6749.0
2019-01-01,Kelantan,P.024 Kubang Kerian,N.19 Demit,4420.0,6351.0
2022-01-01,Kelantan,P.024 Kubang Kerian,N.19 Demit,5160.0,7782.0
2024-01-01,Kelantan,P.024 Kubang Kerian,N.19 Demit,4803.0,5949.0
2019-01-01,Kelantan,P.025 Bachok,N.20 Tawang,3938.0,4898.0
2022-01-01,Kelantan,P.025 Bachok,N.20 Tawang,3839.0,5060.0
2024-01-01,Kelantan,P.025 Bachok,N.20 Tawang,4150.0,4864.0
2019-01-01,Kelantan,P.025 Bachok,N.21 Pantai Irama,3417.0,4558.0
2022-01-01,Kelantan,P.025 Bachok,N.21 Pantai Irama,3646.0,5010.0
2024-01-01,Kelantan,P.025 Bachok,N.21 Pantai Irama,4294.0,4989.0
2019-01-01,Kelantan,P.025 Bachok,N.22 Jelawat,3712.0,4828.0
2022-01-01,Kelantan,P.025 Bachok,N.22 Jelawat,3477.0,4142.0
2024-01-01,Kelantan,P.025 Bachok,N.22 Jelawat,3725.0,5620.0
2019-01-01,Kelantan,P.026 Ketereh,N.23 Melor,3612.0,5268.0
2022-01-01,Kelantan,P.026 Ketereh,N.23 Melor,4160.0,5685.0
2024-01-01,Kelantan,P.026 Ketereh,N.23 Melor,4801.0,6158.0
2019-01-01,Kelantan,P.026 Ketereh,N.24 Kadok,4210.0,6151.0
2022-01-01,Kelantan,P.026 Ketereh,N.24 Kadok,3883.0,5218.0
2024-01-01,Kelantan,P.026 Ketereh,N.24 Kadok,5475.0,7001.0
2019-01-01,Kelantan,P.026 Ketereh,N.25 Kok Lanas,4325.0,5621.0
2022-01-01,Kelantan,P.026 Ketereh,N.25 Kok Lanas,3672.0,4734.0
2024-01-01,Kelantan,P.026 Ketereh,N.25 Kok Lanas,3937.0,4788.0
2019-01-01,Kelantan,P.027 Tanah Merah,N.26 Bukit Panau,3740.0,5088.0
2022-01-01,Kelantan,P.027 Tanah Merah,N.26 Bukit Panau,3228.0,4643.0
2024-01-01,Kelantan,P.027 Tanah Merah,N.26 Bukit Panau,4380.0,6156.0
2019-01-01,Kelantan,P.027 Tanah Merah,N.27 Gual Ipoh,2430.0,2710.0
2022-01-01,Kelantan,P.027 Tanah Merah,N.27 Gual Ipoh,2496.0,2866.0
2024-01-01,Kelantan,P.027 Tanah Merah,N.27 Gual Ipoh,3014.0,3605.0
2019-01-01,Kelantan,P.027 Tanah Merah,N.28 Kemahang,3630.0,4136.0
2022-01-01,Kelantan,P.027 Tanah Merah,N.28 Kemahang,3480.0,4310.0
2024-01-01,Kelantan,P.027 Tanah Merah,N.28 Kemahang,2996.0,3668.0
2019-01-01,Kelantan,P.028 Pasir Puteh,N.29 Selising,3530.0,4713.0
2022-01-01,Kelantan,P.028 Pasir Puteh,N.29 Selising,3779.0,4509.0
2024-01-01,Kelantan,P.028 Pasir Puteh,N.29 Selising,4433.0,4514.0
2019-01-01,Kelantan,P.028 Pasir Puteh,N.30 Limbongan,3781.0,5447.0
2022-01-01,Kelantan,P.028 Pasir Puteh,N.30 Limbongan,4065.0,5584.0
2024-01-01,Kelantan,P.028 Pasir Puteh,N.30 Limbongan,5120.0,5475.0
2019-01-01,Kelantan,P.028 Pasir Puteh,N.31 Semerak,2683.0,3730.0
2022-01-01,Kelantan,P.028 Pasir Puteh,N.31 Semerak,3346.0,3971.0
2024-01-01,Kelantan,P.028 Pasir Puteh,N.31 Semerak,4169.0,4684.0
2019-01-01,Kelantan,P.028 Pasir Puteh,N.32 Gaal,3344.0,4011.0
2022-01-01,Kelantan,P.028 Pasir Puteh,N.32 Gaal,2754.0,4217.0
2024-01-01,Kelantan,P.028 Pasir Puteh,N.32 Gaal,4873.0,5328.0
2019-01-01,Kelantan,P.029 Machang,N.33 Pulai Chondong,3516.0,4474.0
2022-01-01,Kelantan,P.029 Machang,N.33 Pulai Chondong,2944.0,4015.0
2024-01-01,Kelantan,P.029 Machang,N.33 Pulai Chondong,4088.0,4903.0
2019-01-01,Kelantan,P.029 Machang,N.34 Temangan,3077.0,3829.0
2022-01-01,Kelantan,P.029 Machang,N.34 Temangan,3338.0,4629.0
2024-01-01,Kelantan,P.029 Machang,N.34 Temangan,4045.0,4993.0
2019-01-01,Kelantan,P.029 Machang,N.35 Kemuning,4039.0,5496.0
2022-01-01,Kelantan,P.029 Machang,N.35 Kemuning,3821.0,5545.0
2024-01-01,Kelantan,P.029 Machang,N.35 Kemuning,4323.0,5659.0
2019-01-01,Kelantan,P.030 Jeli,N.36 Bukit Bunga,2561.0,3469.0
2022-01-01,Kelantan,P.030 Jeli,N.36 Bukit Bunga,2867.0,3637.0
2024-01-01,Kelantan,P.030 Jeli,N.36 Bukit Bunga,3484.0,4723.0
2019-01-01,Kelantan,P.030 Jeli,N.37 Air Lanas,3080.0,4105.0
2022-01-01,Kelantan,P.030 Jeli,N.37 Air Lanas,2605.0,4070.0
2024-01-01,Kelantan,P.030 Jeli,N.37 Air Lanas,2824.0,3617.0
2019-01-01,Kelantan,P.030 Jeli,N.38 Kuala Balah,2760.0,3519.0
2022-01-01,Kelantan,P.030 Jeli,N.38 Kuala Balah,3326.0,3633.0
2024-01-01,Kelantan,P.030 Jeli,N.38 Kuala Balah,3146.0,4012.0
2019-01-01,Kelantan,P.031 Kuala Krai,N.39 Mengkebang,3195.0,4107.0
2022-01-01,Kelantan,P.031 Kuala Krai,N.39 Mengkebang,2695.0,3848.0
2024-01-01,Kelantan,P.031 Kuala Krai,N.39 Mengkebang,2942.0,3758.0
2019-01-01,Kelantan,P.031 Kuala Krai,N.40 Guchil,3491.0,4843.0
2022-01-01,Kelantan,P.031 Kuala Krai,N.40 Guchil,3581.0,4747.0
2024-01-01,Kelantan,P.031 Kuala Krai,N.40 Guchil,3791.0,4893.0
2019-01-01,Kelantan,P.031 Kuala Krai,N.41 Manek Urai,2499.0,3061.0
2022-01-01,Kelantan,P.031 Kuala Krai,N.41 Manek Urai,2713.0,3439.0
2024-01-01,Kelantan,P.031 Kuala Krai,N.41 Manek Urai,2806.0,3033.0
2019-01-01,Kelantan,P.031 Kuala Krai,N.42 Dabong,2180.0,2777.0
2022-01-01,Kelantan,P.031 Kuala Krai,N.42 Dabong,1648.0,2427.0
2024-01-01,Kelantan,P.031 Kuala Krai,N.42 Dabong,3080.0,3161.0
2019-01-01,Kelantan,P.032 Gua Musang,N.43 Nenggiri,2069.0,2419.0
2022-01-01,Kelantan,P.032 Gua Musang,N.43 Nenggiri,2972.0,3834.0
2024-01-01,Kelantan,P.032 Gua Musang,N.43 Nenggiri,3308.0,3731.0
2019-01-01,Kelantan,P.032 Gua Musang,N.44 Paloh,2867.0,3871.0
2022-01-01,Kelantan,P.032 Gua Musang,N.44 Paloh,3901.0,5013.0
2024-01-01,Kelantan,P.032 Gua Musang,N.44 Paloh,4169.0,5175.0
2019-01-01,Kelantan,P.032 Gua Musang,N.45 Galas,3328.0,4311.0
2022-01-01,Kelantan,P.032 Gua Musang,N.45 Galas,3176.0,4195.0
2024-01-01,Kelantan,P.032 Gua Musang,N.45 Galas,4028.0,4571.0
2019-01-01,Terengganu,P.033 Besut,N.01 Kuala Besut,4662.0,6136.0
2022-01-01,Terengganu,P.033 Besut,N.01 Kuala Besut,4152.0,5259.0
2024-01-01,Terengganu,P.033 Besut,N.01 Kuala Besut,3959.0,4805.0
2019-01-01,Terengganu,P.033 Besut,N.02 Kota Putera,4609.0,6357.0
2022-01-01,Terengganu,P.033 Besut,N.02 Kota Putera,5837.0,7798.0
2024-01-01,Terengganu,P.033 Besut,N.02 Kota Putera,5441.0,7600.0
2019-01-01,Terengganu,P.033 Besut,N.03 Jertih,4526.0,5857.0
2022-01-01,Terengganu,P.033 Besut,N.03 Jertih,4535.0,6080.0
2024-01-01,Terengganu,P.033 Besut,N.03 Jertih,6550.0,7388.0
2019-01-01,Terengganu,P.033 Besut,N.04 Hulu Besut,4595.0,5594.0
2022-01-01,Terengganu,P.033 Besut,N.04 Hulu Besut,4379.0,5583.0
2024-01-01,Terengganu,P.033 Besut,N.04 Hulu Besut,6373.0,6367.0
2019-01-01,Terengganu,P.034 Setiu,N.05 Jabi,4313.0,4563.0
2022-01-01,Terengganu,P.034 Setiu,N.05 Jabi,4520.0,5859.0
2024-01-01,Terengganu,P.034 Setiu,N.05 Jabi,5980.0,6767.0
2019-01-01,Terengganu,P.034 Setiu,N.06 Permaisuri,4099.0,5586.0
2022-01-01,Terengganu,P.034 Setiu,N.06 Permaisuri,4951.0,5931.0
2024-01-01,Terengganu,P.034 Setiu,N.06 Permaisuri,6062.0,6267.0
2019-01-01,Terengganu,P.034 Setiu,N.07 Langkap,4403.0,5624.0
2022-01-01,Terengganu,P.034 Setiu,N.07 Langkap,5273.0,6134.0
2024-01-01,Terengganu,P.034 Setiu,N.07 Langkap,6137.0,6507.0
2019-01-01,Terengganu,P.034 Setiu,N.08 Batu Rakit,4943.0,6137.0
2022-01-01,Terengganu,P.034 Setiu,N.08 Batu Rakit,7055.0,8306.0
2024-01-01,Terengganu,P.034 Setiu,N.08 Batu Rakit,8378.0,9426.0
2019-01-01,Terengganu,P.035 Kuala Nerus,N.09 Tepuh,7336.0,8166.0
2022-01-01,Terengganu,P.035 Kuala Nerus,N.09 Tepuh,6765.0,8175.0
2024-01-01,Terengganu,P.035 Kuala Nerus,N.09 Tepuh,7409.0,8127.0
2019-01-01,Terengganu,P.035 Kuala Nerus,N.10 Buluh Gading,5004.0,6503.0
